   0.0000000000000000        4.4592627628308758E-004
  0.10000000149011612        8.6955623841981715E-004
  0.20000000298023224        1.2708898864106837E-003
  0.30000000447034836        1.6499272202560986E-003
  0.40000000596046448        2.0066682399563301E-003
  0.50000000745058060        2.3411129455114810E-003
  0.60000000894069672        2.6532613369214808E-003
  0.70000001043081284        2.9431134141860841E-003
  0.80000001192092896        3.2106691773049027E-003
  0.90000001341104507        3.4559286262774514E-003
