   10.2002630               0
   13.2141857               0
   16.2593613               0
   19.3270340               0
   22.4108486               0
   25.5063839               0
   28.6105824               0
   31.7213116               0
   34.8370552               0
   37.9567146               0
   41.0794907               0
   44.2047729               0
   47.3320999               0
   50.4611206               0
   53.5915489               0
   56.7231712               0
   59.8558006               0
   62.9892960               0
   66.1235428               0
   69.2584305               0
   72.3938980               0
   75.5298538               0
   78.6662598               0
   81.8030472               0
   84.9401932               0
   88.0776443               0
   91.2153778               0
   94.3533707               0
   97.4915848               0
   100.630013               0
   103.768631               0
   106.907417               0
   110.046364               0
   113.185455               0
   116.324684               0
   119.464035               0
   122.603500               0
   125.743065               0
   128.882736               0
   132.022491               0
   135.162338               0
   138.302261               0
   141.442245               0
   144.582321               0
   147.722443               0
   150.862640               0
   154.002884               0
   157.143188               0
   160.283539               0
   163.423935               0
